Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,14,9,0,2,2,0,0,0,1,1,0,1,0,0,"Boonsripaisal, Simon"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,12,8,1,2,0,2,0,1,0,0,0,0,3,0,"Boonsripaisal, Simon"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,0,13,8,1,3,0,1,0,0,0,1,0,1,0,"Guruparan, Akil"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,0,11,8,2,3,1,0,0,0,0,0,0,1,0,"Guruparan, Akil"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,1,8,5,4,1,1,0,0,1,0,0,0,2,0,"Kang, Yoonjung"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,2,4,11,4,5,0,0,0,0,0,1,0,0,0,"Kang, Yoonjung"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,2,19,1,1,2,0,0,1,0,0,0,0,1,0,"Wang, Yu"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,3,19,1,2,1,0,1,1,0,0,0,0,1,0,"Wang, Yu"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,3,18,2,0,1,0,3,1,0,0,1,0,0,0,"Horton, Christina M"
2021,Spring,2021-sp,AAS,100,Intro Asian American Studies,OD,4,16,2,1,1,0,2,2,0,0,0,0,0,0,"Horton, Christina M"
2021,Spring,2021-sp,AAS,215,US Citizenship Comparatively,ONL,7,0,8,8,1,1,2,0,0,1,2,0,1,0,"Tabares, Leland"
2021,Spring,2021-sp,AAS,246,Asian American Youth in Film,ONL,23,11,0,0,0,0,0,0,0,0,0,0,1,0,"Kwon, Soo Ah"
2021,Spring,2021-sp,AAS,258,Muslims in America,ONL,1,16,4,1,0,0,0,0,1,0,1,1,0,0,"Rana, Junaid"
2021,Spring,2021-sp,ABE,225,ABE Principles: Bioenvironment,OLC,3,5,3,7,4,0,2,1,0,0,0,1,0,0,"Zhang, Yuanhui"
2021,Spring,2021-sp,ABE,226,ABE Principles: Bioprocessing,OLC,3,2,5,3,2,4,0,0,1,0,1,1,1,0,"Singh, Vijay"
2021,Spring,2021-sp,ABE,425,Engrg Measurement Systems,OLC,11,26,0,0,1,0,0,0,0,0,0,0,0,0,"Grift, Tony E"
2021,Spring,2021-sp,ABE,457,NPS Pollution Processes,ONL,1,12,7,4,2,1,1,0,1,0,0,0,0,0,"Bhattarai, Rabin"
2021,Spring,2021-sp,ABE,469,Industry-Linked Design Project,OD,4,15,5,3,1,0,0,0,0,0,0,0,0,0,"Witmer, Ann-Perry"
2021,Spring,2021-sp,ACCY,200,Fundamentals of Accounting,ONL,14,67,47,40,31,29,31,30,14,9,5,4,4,0,"Silhan, Peter A"
2021,Spring,2021-sp,ACCY,200,Fundamentals of Accounting,OLC,13,17,3,3,0,0,0,0,0,0,0,0,0,0,"Zhang, Li"
2021,Spring,2021-sp,ACCY,201,Accounting and Accountancy I,OLC,18,26,13,10,24,14,15,8,16,9,16,10,14,0,"Fisher, Mitchell B"
2021,Spring,2021-sp,ACCY,201,Accounting and Accountancy I,OLC,12,15,18,11,17,16,10,23,13,22,12,8,13,0,"Fisher, Mitchell B"
2021,Spring,2021-sp,ACCY,201,Accounting and Accountancy I,OLC,10,11,3,2,4,4,0,1,1,0,0,1,1,0,"Fisher, Mitchell B"
2021,Spring,2021-sp,ACCY,202,Accounting and Accountancy II,OLC,16,35,18,45,74,29,17,16,14,0,5,0,0,0,"Shapland, Julia P"
2021,Spring,2021-sp,ACCY,202,Accounting and Accountancy II,OLC,11,29,12,25,40,11,10,11,14,0,5,0,0,0,"Shapland, Julia P"
2021,Spring,2021-sp,ACCY,202,Accounting and Accountancy II,OLC,6,14,5,8,5,0,0,1,0,0,0,0,0,0,"Shapland, Julia P"
2021,Spring,2021-sp,ACCY,301,Atg Measurement & Disclosure,OLC,0,6,7,4,7,4,2,3,0,1,0,0,0,0,"Davis, Gregory L"
2021,Spring,2021-sp,ACCY,301,Atg Measurement & Disclosure,LCD,1,5,7,4,1,2,1,0,0,1,0,0,0,0,"Davis, Gregory L"
2021,Spring,2021-sp,ACCY,301,Atg Measurement & Disclosure,LCD,1,6,8,6,2,1,0,0,0,0,0,0,0,0,"Davis, Gregory L"
2021,Spring,2021-sp,ACCY,301,Atg Measurement & Disclosure,OLC,6,7,6,2,5,1,4,0,1,1,0,0,1,0,"Anderson, Spencer B"
2021,Spring,2021-sp,ACCY,301,Atg Measurement & Disclosure,OLC,5,7,9,5,3,3,1,0,0,0,0,0,1,0,"Anderson, Spencer B"
2021,Spring,2021-sp,ACCY,301,Atg Measurement & Disclosure,OLC,2,8,5,6,3,3,0,3,0,1,0,0,0,0,"Anderson, Spencer B"
2021,Spring,2021-sp,ACCY,302,Decision Making for Atg,OLC,8,9,10,5,2,3,0,1,0,0,0,0,1,0,"Sani, Jalal"
2021,Spring,2021-sp,ACCY,302,Decision Making for Atg,OLC,6,12,9,5,3,0,1,0,0,0,0,0,1,0,"Sani, Jalal"
2021,Spring,2021-sp,ACCY,302,Decision Making for Atg,OLC,2,18,10,3,3,0,0,0,1,1,0,0,0,0,"Curtis, Susan M"
2021,Spring,2021-sp,ACCY,302,Decision Making for Atg,OLC,1,10,11,9,3,1,0,0,2,0,0,1,0,0,"Curtis, Susan M"
2021,Spring,2021-sp,ACCY,302,Decision Making for Atg,OLC,4,9,13,4,2,3,4,0,0,0,0,0,0,0,"Sani, Jalal"
2021,Spring,2021-sp,ACCY,303,Atg Institutions and Reg,OLC,2,15,7,4,4,6,1,1,1,0,0,0,0,0,"Mendoza, Scott A"
2021,Spring,2021-sp,ACCY,303,Atg Institutions and Reg,OLC,5,7,7,4,6,3,1,1,1,0,0,1,0,0,"Schwartz, Rachel"
2021,Spring,2021-sp,ACCY,303,Atg Institutions and Reg,OLC,1,10,3,9,4,2,3,3,2,1,0,1,0,0,"Mendoza, Scott A"
2021,Spring,2021-sp,ACCY,303,Atg Institutions and Reg,OLC,8,15,3,3,3,1,1,3,2,1,1,0,0,0,"Mendoza, Scott A"
2021,Spring,2021-sp,ACCY,303,Atg Institutions and Reg,OLC,10,9,4,6,3,2,2,2,2,0,0,0,0,0,"Schwartz, Rachel"
2021,Spring,2021-sp,ACCY,303,Atg Institutions and Reg,OLC,5,9,5,6,4,3,0,2,0,2,0,2,0,0,"Schwartz, Rachel"
2021,Spring,2021-sp,ACCY,304,Accounting Control Systems,OLC,1,6,6,11,10,1,1,1,0,0,0,0,0,0,"Kink, Dawn M"
2021,Spring,2021-sp,ACCY,304,Accounting Control Systems,OLC,1,12,4,8,7,1,1,3,0,0,0,0,0,0,"Kink, Dawn M"
2021,Spring,2021-sp,ACCY,304,Accounting Control Systems,OLC,6,8,10,5,2,3,0,1,1,0,0,0,0,0,"Wu, Martin G"
2021,Spring,2021-sp,ACCY,304,Accounting Control Systems,OLC,1,6,4,8,10,3,1,0,0,0,0,0,0,0,"Wu, Martin G"
2021,Spring,2021-sp,ACCY,304,Accounting Control Systems,OLC,1,16,4,0,4,3,5,0,1,0,1,0,0,0,"Wang, Wei"
2021,Spring,2021-sp,ACCY,304,Accounting Control Systems,OLC,0,9,8,3,7,5,2,0,0,0,1,0,0,0,"Wang, Wei"
2021,Spring,2021-sp,ACCY,312,Principles of Taxation,OLC,1,5,9,3,5,4,0,0,0,0,0,0,0,0,"Vuong, Anh"
2021,Spring,2021-sp,ACCY,312,Principles of Taxation,OLC,4,3,5,5,4,4,0,0,0,0,0,0,0,0,"Vuong, Anh"
2021,Spring,2021-sp,ACCY,312,Principles of Taxation,OLC,2,1,6,2,3,8,1,0,0,0,0,0,0,0,"Osswald, Benjamin"
2021,Spring,2021-sp,ACCY,312,Principles of Taxation,OLC,2,2,5,5,7,5,0,0,0,0,0,0,0,0,"Vuong, Anh"
2021,Spring,2021-sp,ACCY,312,Principles of Taxation,OLC,4,4,4,2,5,7,0,0,0,0,0,0,0,0,"Osswald, Benjamin"
2021,Spring,2021-sp,ACCY,312,Principles of Taxation,OLC,3,4,9,8,2,1,0,0,0,0,0,0,1,0,"Osswald, Benjamin"
2021,Spring,2021-sp,ACCY,312,Principles of Taxation,OLC,0,14,0,0,11,0,0,2,0,0,0,0,0,0,"Holder, Daniel E"
2021,Spring,2021-sp,ACCY,398,Practical Problems in Atg,ONL,13,27,0,0,3,0,0,9,0,0,0,0,0,0,"Hutchens, Matthew"
2021,Spring,2021-sp,ACCY,398,Practical Problems in Atg,ONL,2,16,0,0,7,0,0,6,0,0,0,0,1,0,"Hutchens, Matthew"
2021,Spring,2021-sp,ACCY,405,Assurance and Attestation,OLC,0,6,6,8,1,1,1,2,0,2,2,0,0,0,"Lullo, Michael J"
2021,Spring,2021-sp,ACCY,405,Assurance and Attestation,OLC,0,3,12,2,3,2,1,0,1,0,0,0,0,0,"Lullo, Michael J"
2021,Spring,2021-sp,ACCY,405,Assurance and Attestation,OLC,0,7,9,4,3,3,0,2,1,0,0,0,0,0,"Lullo, Michael J"
2021,Spring,2021-sp,ACCY,405,Assurance and Attestation,OLC,0,12,2,4,0,2,4,2,1,0,0,0,0,0,"Ciconte, William"
2021,Spring,2021-sp,ACCY,405,Assurance and Attestation,OLC,0,11,6,4,2,3,1,0,1,0,0,0,0,0,"Chatterton, Angel"
2021,Spring,2021-sp,ACCY,405,Assurance and Attestation,OLC,0,7,3,3,3,6,2,1,0,1,1,0,0,0,"Ciconte, William"
2021,Spring,2021-sp,ACCY,405,Assurance and Attestation,OLC,0,10,6,7,3,2,0,0,1,0,0,0,0,0,"Ciconte, William"
2021,Spring,2021-sp,ACCY,410,Advanced Financial Reporting,OLC,3,9,2,4,12,3,2,4,0,0,0,0,0,0,"Chen, Ciao-Wei"
2021,Spring,2021-sp,ACCY,410,Advanced Financial Reporting,OLC,4,10,6,2,7,4,1,4,0,0,0,0,0,0,"Kustanovich, Michael"
2021,Spring,2021-sp,ACCY,410,Advanced Financial Reporting,OLC,6,10,2,7,8,2,1,3,0,0,3,1,0,0,"Chen, Ciao-Wei"
2021,Spring,2021-sp,ACCY,410,Advanced Financial Reporting,OLC,5,6,0,5,6,2,1,4,0,2,1,0,0,0,"Chen, Ciao-Wei"
2021,Spring,2021-sp,ACCY,410,Advanced Financial Reporting,OLC,7,5,3,2,7,2,1,4,0,1,1,0,0,0,"Steward, Cynthia G"
2021,Spring,2021-sp,ACCY,451,Advanced Income Tax Problems,OLC,0,22,0,0,12,0,0,5,0,0,0,0,0,0,"Holder, Daniel E"
2021,Spring,2021-sp,ACCY,451,Advanced Income Tax Problems,OLC,4,6,3,3,3,1,0,2,2,0,0,0,0,0,"Alt, Amanda J"
2021,Spring,2021-sp,ACCY,451,Advanced Income Tax Problems,LCD,0,22,0,0,3,0,0,6,0,0,0,0,0,0,"Holder, Charles B"
2021,Spring,2021-sp,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ONL,158,202,122,109,86,29,15,4,3,0,0,0,3,0,"Urcan, Oktay"
2021,Spring,2021-sp,ACCY,501,Accounting Analysis I A,ONL,24,24,15,10,11,8,1,1,1,0,0,0,3,0,"Augusto Sampaio, Gerlando"
2021,Spring,2021-sp,ACCY,501,Accounting Analysis I,ONL,31,30,18,7,6,0,1,0,0,0,0,0,5,0,"Augusto Sampaio, Gerlando"
2021,Spring,2021-sp,ACCY,502,Accounting Analysis II A,ONL,7,37,57,38,30,24,1,3,0,0,0,0,1,0,"Ibrahim, Adel Nematallah"
2021,Spring,2021-sp,ACCY,502,Accounting Analysis II-B,ONL,4,66,31,18,30,29,8,4,1,0,0,0,6,0,"Ibrahim, Adel Nematallah"
2021,Spring,2021-sp,ACCY,502,Accounting Analysis II,OLC,4,13,1,3,4,1,4,0,0,0,0,0,0,0,"Schwartz, Rachel"
2021,Spring,2021-sp,ACCY,503,Managerial Accounting,OLC,0,7,1,4,5,4,3,1,0,0,0,0,0,0,"Herbold, T J"
2021,Spring,2021-sp,ACCY,503,Managerial Accounting A,ONL,41,63,39,27,14,6,3,1,0,1,0,0,0,0,"Hecht, Gary W"
2021,Spring,2021-sp,ACCY,503,Managerial Accounting B,ONL,29,108,26,15,14,2,1,1,4,0,1,0,0,0,"Hecht, Gary W"
2021,Spring,2021-sp,ACCY,503,Managerial Accounting,ONL,42,189,183,84,148,49,13,3,1,0,0,0,4,0,"Hecht, Gary W"
2021,Spring,2021-sp,ACCY,503,Managerial Accounting A,ONL,1,7,4,5,2,2,1,0,0,0,0,0,0,0,"Hecht, Gary W"
2021,Spring,2021-sp,ACCY,503,Managerial Accounting B,ONL,2,9,2,3,4,1,0,0,0,0,0,0,0,0,"Hecht, Gary W"
2021,Spring,2021-sp,ACCY,507,Taxation of Bus Entities A,ONL,37,42,6,13,2,2,2,1,1,2,0,0,0,0,"Donohoe, Michael P"
2021,Spring,2021-sp,ACCY,507,Taxation of Bus Entities B,ONL,34,48,7,3,1,1,5,2,1,2,1,0,1,0,"Donohoe, Michael P"
2021,Spring,2021-sp,ACCY,510,Financial Reporting Standards,OLC,2,17,8,4,0,0,0,0,0,0,0,0,0,0,"Hepp, John"
2021,Spring,2021-sp,ACCY,512,Data Analytics for Mgmt Acctg,OLC,0,14,6,4,2,2,1,0,0,0,0,0,0,0,"Koo, Seung Hyun"
2021,Spring,2021-sp,ACCY,512,Data Analytics for Mgmt Acctg,OLC,0,10,2,4,2,3,0,5,1,0,0,0,0,0,"Koo, Seung Hyun"
2021,Spring,2021-sp,ACCY,515,Auditing & Assurance Standards,OLC,0,8,7,7,3,1,2,1,0,0,0,0,0,0,"Williams, Devin J"
2021,Spring,2021-sp,ACCY,517,Financial Statement Analysis,OLC,9,15,4,0,1,0,0,0,0,0,0,0,0,0,"Li, Yue"
2021,Spring,2021-sp,ACCY,517,Financial Statement Analysis,LCD,0,12,10,2,1,0,1,0,0,0,0,0,0,0,"Hamm, Brian K"
2021,Spring,2021-sp,ACCY,517,Financial Statement Analysis,OLC,8,13,4,0,1,1,0,0,0,0,0,0,0,0,"Li, Yue"
2021,Spring,2021-sp,ACCY,552,Partnership Income Taxation,OLC,1,4,7,5,5,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
2021,Spring,2021-sp,ACCY,552,Partnership Income Taxation,OLC,0,12,5,4,4,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
2021,Spring,2021-sp,ACCY,570,Data Analytics Foundations,ONL,9,15,2,0,1,2,0,0,0,0,0,0,0,0,"Herbold, T J"
2021,Spring,2021-sp,ACCY,571,Stat Analyses for Accountancy,OLC,3,20,2,0,2,0,0,0,0,1,0,0,0,0,"Brunner, Robert J"
2021,Spring,2021-sp,ACCY,574,Risk Management and Innovation,OLC,0,34,0,2,0,1,0,1,0,0,0,0,0,0,"Leiby, Justin"
2021,Spring,2021-sp,ACCY,574,Risk Management and Innovation,OLC,0,25,3,1,4,0,0,0,0,0,0,0,0,0,"Leiby, Justin"
2021,Spring,2021-sp,ACCY,575,Data Analytics Apps in ACCY,OLC,2,8,11,7,1,0,0,0,0,0,0,0,0,0,"Zhu, Wei"
2021,Spring,2021-sp,ACCY,575,Data Analytics Apps in ACCY,OLC,1,17,9,2,2,0,0,0,0,0,0,0,0,0,"Zhu, Wei"
2021,Spring,2021-sp,ACCY,575,Data Analytics Apps in ACCY,OLC,1,17,8,5,1,0,0,1,0,0,0,0,0,0,"Zhu, Wei"
2021,Spring,2021-sp,ACCY,575,Data Analytics Apps in ACCY,OLC,8,10,10,3,0,0,0,0,0,1,0,0,0,0,"Penn, Michael W"
2021,Spring,2021-sp,ACCY,575,Data Analytics Apps in ACCY,OLC,3,16,4,3,1,0,1,0,1,0,0,0,0,0,"Penn, Michael W"
2021,Spring,2021-sp,ACCY,575,Data Analytics Apps in ACCY,OLC,17,8,1,0,1,1,0,0,0,0,0,1,0,0,"Penn, Michael W"
2021,Spring,2021-sp,ACCY,576,Data Preparation for Accting,ONL,54,8,2,2,1,2,0,1,0,0,0,0,2,0,"Guymon, Ronald N"
2021,Spring,2021-sp,ACCY,577,Machine Learning for Accting,ONL,22,20,16,2,1,1,0,0,0,0,0,0,0,0,"Lu, Zhenzhong L"
2021,Spring,2021-sp,ACE,161,Microcomputer Applications,LBD,0,14,0,0,2,0,0,3,0,0,1,0,1,0,"Burnett, Meghan L"
2021,Spring,2021-sp,ACE,161,Microcomputer Applications,OLB,0,31,0,0,19,0,0,8,0,0,1,0,3,0,"Burnett, Meghan L"
2021,Spring,2021-sp,ACE,161,Microcomputer Applications,OLB,0,39,0,0,12,0,0,2,0,0,0,0,2,0,"Lo, Alexander C"
2021,Spring,2021-sp,ACE,161,Microcomputer Applications,OLB,0,23,0,0,9,0,0,6,0,0,3,0,1,0,"Lo, Alexander C"
2021,Spring,2021-sp,ACE,199,Digital Mktg and Social Media,ONL,0,26,0,0,16,0,0,3,0,0,1,0,0,0,"Lo, Alexander C"
2021,Spring,2021-sp,ACE,199,Negotiation,ONL,79,22,11,1,3,0,3,1,0,0,0,0,4,0,"Stoddard, Paul B"
2021,Spring,2021-sp,ACE,210,Environmental Economics,OLC,9,16,16,5,10,15,6,8,8,4,4,3,6,0,"Gramig, Benjamin"
2021,Spring,2021-sp,ACE,231,Food and Agribusiness Mgt,ONL,45,27,13,7,8,3,5,3,1,1,2,1,8,0,"Stoddard, Paul B"
2021,Spring,2021-sp,ACE,232,Farm Management,ONL,28,15,10,0,1,2,1,0,1,1,3,1,3,0,"Stoddard, Paul B"
2021,Spring,2021-sp,ACE,240,Personal Financial Planning,ONL,187,50,0,0,24,0,0,18,0,0,2,0,17,0,"Lemoine, Craig"
2021,Spring,2021-sp,ACE,240,Personal Financial Planning,ONL,169,40,0,1,17,0,1,22,0,0,0,0,6,0,"Lemoine, Craig"
2021,Spring,2021-sp,ACE,251,The World Food Economy,OLC,0,25,22,14,13,9,10,5,4,2,4,0,8,0,"Gundersen, Craig"
2021,Spring,2021-sp,ACE,254,Economic Systems in Africa,ONL,3,7,9,9,6,3,1,0,1,2,0,1,0,0,"Herrera Almanza, Catalina"
2021,Spring,2021-sp,ACE,255,Econ of Food & Enviro Justice,OLC,127,26,17,4,6,2,1,0,2,3,1,0,2,0,"Ando, Amy W"
2021,Spring,2021-sp,ACE,262,App Stat Mthds & Data AnlytcsI,ONL,2,8,6,6,5,4,4,3,3,0,2,1,4,0,"Crost, Benjamin"
2021,Spring,2021-sp,ACE,264,App Stat Mthds & Data Anlytcs2,ONL,2,6,14,12,8,11,12,8,9,1,2,3,2,0,"Dall'Erba, Sandy"
2021,Spring,2021-sp,ACE,270,Consumer Economics,OLC,0,28,25,9,16,9,4,2,1,1,0,0,3,0,"Gundersen, Craig"
2021,Spring,2021-sp,ACE,300,Interm. Applied Microeconomics,OLC,22,43,0,11,23,0,6,5,0,4,1,0,2,0,"Anderson, Patrese N"
2021,Spring,2021-sp,ACE,306,Food Law,ONL,3,8,8,5,6,2,2,3,3,2,1,1,1,0,"Endres, A B"
2021,Spring,2021-sp,ACE,310,Natural Resource Economics,OLC,7,19,5,6,2,0,0,1,0,0,0,0,1,0,"Brazee, Richard J"
2021,Spring,2021-sp,ACE,335,Food Marketing and Behavior,ONL,4,14,6,3,6,2,0,0,0,0,0,0,0,0,"Ellison, Brenna"
2021,Spring,2021-sp,ACE,341,Issues&Careers in Applied Econ,ONL,5,15,1,1,6,1,0,3,0,0,1,0,2,0,"Karplus, Lauren E"
2021,Spring,2021-sp,ACE,360,Spreadsheet Models & Applic,ONL,7,11,0,0,3,0,0,1,0,0,0,0,0,0,"Campbell, William D"
2021,Spring,2021-sp,ACE,360,Spreadsheet Models & Applic,ONL,7,4,1,3,7,0,1,2,0,0,1,1,3,0,"Campbell, William D"
2021,Spring,2021-sp,ACE,398,Financial Planning Technologie,ONL,3,45,0,0,0,0,0,0,0,0,0,0,2,0,"Lemoine, Craig"
2021,Spring,2021-sp,ACE,410,Energy Economics,ONL,1,5,3,3,2,5,3,1,0,0,0,0,1,0,"Myers, Erica"
2021,Spring,2021-sp,ACE,427,Commodity Price Analysis,ONL,7,7,6,6,9,6,2,7,0,2,0,0,0,0,"Janzen, Joseph P"
2021,Spring,2021-sp,ACE,428,Commodity Futures and Options,ONL,24,7,5,3,2,0,0,4,0,1,1,1,0,0,"Tremacoldi Ross, Pedro"
2021,Spring,2021-sp,ACE,430,Food Marketing,ONL,5,13,7,7,9,0,5,4,2,0,4,0,0,0,"Goldsmith, Peter D"
2021,Spring,2021-sp,ACE,431,Agri-food Strategic Management,ONL,2,9,11,4,3,4,1,2,0,0,0,0,0,0,"Moss, LeeAnn E"
2021,Spring,2021-sp,ACE,435,Global Agribusiness Management,OLC,1,28,21,9,19,0,0,5,0,1,3,0,4,0,"Schnitkey, Gary D"
2021,Spring,2021-sp,ACE,440,Finan Plan for Professionals,ONL,1,13,10,5,19,3,0,0,3,0,0,0,1,0,"Allen, Sharon C"
2021,Spring,2021-sp,ACE,444,Finan Serv & Invest Plan,OLC,3,16,3,5,16,0,4,3,0,1,2,0,1,0,"Sherrick, Bruce J"
2021,Spring,2021-sp,ACE,444,Finan Serv & Invest Plan,LCD,5,10,2,1,7,0,1,2,0,0,4,0,0,0,"Sherrick, Bruce J"
2021,Spring,2021-sp,ACE,446,Modeling App's Finan Plan,ONL,3,13,0,3,8,0,1,3,0,0,0,0,0,1,"Sherrick, Bruce J"
2021,Spring,2021-sp,ACE,449,Retirement & Benefit Planning,ONL,16,11,10,13,12,1,1,3,3,0,1,1,1,0,"Xu, Yilan"
2021,Spring,2021-sp,ACE,451,Agriculture in Intl Dev,ONL,4,8,4,10,0,1,3,2,0,0,1,0,0,0,"McNamara, Paul E"
2021,Spring,2021-sp,ACE,456,Agr and Food Policies,ONL,0,8,0,3,5,0,2,7,0,0,4,0,1,0,"Hutchins, Jared P"
2021,Spring,2021-sp,ACE,474,Econ of Consumption,ONL,12,13,5,5,6,4,3,2,0,0,0,0,1,0,"Xu, Yilan"
2021,Spring,2021-sp,ACE,476,Behavioral Economics,ONL,2,9,11,5,2,1,0,2,0,0,1,0,1,0,"Herrera Almanza, Catalina"
2021,Spring,2021-sp,ACE,592,Data Science for Applied Econo,ONL,0,8,12,4,7,0,0,0,0,0,0,0,0,0,"Hutchins, Jared P"
2021,Spring,2021-sp,ACES,102,Intro Sustainable Food Systems,LCD,28,11,1,1,3,0,0,1,0,0,0,0,3,0,"Ball, Anna L"
2021,Spring,2021-sp,ACES,179,History of Ag in IL Since 1860,ONL,9,15,2,4,1,0,1,0,0,0,0,0,2,0,"Reid, Debra A"
2021,Spring,2021-sp,ADV,150,Introduction to Advertising,ONL,117,61,0,3,20,2,1,4,0,0,0,0,13,0,"Hall, Steven R"
2021,Spring,2021-sp,ADV,270,Principles of Sales,ONL,31,9,3,3,2,4,5,4,0,1,0,1,1,0,"Clifton, Dionne J"
2021,Spring,2021-sp,ADV,281,Advertising Research Methods,OD,1,14,1,1,9,2,0,1,0,0,1,0,0,0,"Shabalina, Olga I"
2021,Spring,2021-sp,ADV,281,Advertising Research Methods,OD,0,9,1,0,13,0,1,4,0,0,2,0,0,0,"Lee, Seo Yoon"
2021,Spring,2021-sp,ADV,281,Advertising Research Methods,OD,0,13,1,1,12,1,0,2,0,0,0,0,0,0,"Lee, Seo Yoon"
2021,Spring,2021-sp,ADV,281,Advertising Research Methods,OD,0,9,1,2,9,1,0,6,0,0,0,0,2,0,"Shabalina, Olga I"
2021,Spring,2021-sp,ADV,283,Advertising and Brand Strategy,ONL,3,9,8,0,3,1,1,0,0,0,1,0,1,0,"Hitchon, Jacqueline C"
2021,Spring,2021-sp,ADV,283,Advertising and Brand Strategy,ONL,0,13,8,3,3,1,0,0,0,0,0,0,0,0,"Mabry-Flynn, Amanda D"
2021,Spring,2021-sp,ADV,283,Advertising and Brand Strategy,ONL,7,6,9,3,1,0,0,0,0,0,0,0,1,0,"Hitchon, Jacqueline C"
2021,Spring,2021-sp,ADV,283,Advertising and Brand Strategy,ONL,1,8,5,1,3,2,0,0,1,0,0,0,0,0,"Fisher, Jacob T"
2021,Spring,2021-sp,ADV,284,Consumer Insight,OD,0,5,11,1,3,1,1,0,1,1,0,2,0,0,"Pham, Giang V"
2021,Spring,2021-sp,ADV,284,Consumer Insight,DIS,0,7,10,2,3,3,0,0,0,0,0,0,0,0,"Pham, Giang V"
2021,Spring,2021-sp,ADV,284,Consumer Insight,OD,0,10,7,4,2,2,0,1,1,0,0,0,0,0,"Liu, Weizi"
2021,Spring,2021-sp,ADV,284,Consumer Insight,OD,0,7,7,3,5,1,1,2,0,0,1,0,0,0,"Liu, Weizi"
2021,Spring,2021-sp,ADV,290,Sports PR,ONL,0,26,3,1,0,0,0,0,0,0,0,0,0,0,"Raquel, Steve A"
2021,Spring,2021-sp,ADV,305,Digital ADV Content,ONL,21,39,7,4,4,2,0,1,1,0,0,0,1,0,"Fisher, Jacob T"
2021,Spring,2021-sp,ADV,310,Intro to Public Relations,ONL,11,7,8,4,10,3,0,7,6,0,1,0,6,0,"Wirtz, John"
2021,Spring,2021-sp,ADV,311,Classic Campaigns,ONL,0,18,13,5,8,6,3,1,1,0,0,0,0,0,"Chambers, Jason P"
2021,Spring,2021-sp,ADV,320,Sales Management,ONL,22,18,12,8,3,0,4,2,2,0,3,1,2,0,"Clifton, Dionne J"
2021,Spring,2021-sp,ADV,350,Writing for Public Relations,ONL,21,8,0,1,0,0,0,0,0,0,0,0,0,0,"Peacock, Marisa C"
2021,Spring,2021-sp,ADV,370,Sales and the Consumer,ONL,39,18,11,9,1,6,2,3,1,2,2,1,9,0,"Clifton, Dionne J"
2021,Spring,2021-sp,ADV,390,Content Creation,ONL,0,27,19,20,37,11,8,5,0,1,0,0,1,0,"Sheldon, Peter S"
2021,Spring,2021-sp,ADV,400,NSAC Campaign,OLC,0,24,3,1,0,0,0,0,0,0,0,0,0,0,"Duff, Brittany"
2021,Spring,2021-sp,ADV,409,Media Entrepreneurship,ONL,5,16,0,1,0,0,0,0,0,0,0,0,0,0,"Kasdan, Terry P"
2021,Spring,2021-sp,ADV,410,Public Relations Strategies,ONL,8,5,3,3,0,2,0,0,0,0,0,0,0,0,"Oh, Sanghwa"
2021,Spring,2021-sp,ADV,410,Public Relations Strategies,ONL,20,2,0,0,2,0,0,0,0,0,0,0,0,0,"Wirtz, John"
2021,Spring,2021-sp,ADV,460,Innovation in Advertising,ONL,13,17,4,4,0,4,1,1,0,0,1,0,2,0,"Ham, Chang Dae"
2021,Spring,2021-sp,ADV,460,Innovation in Advertising,ONL,10,18,4,3,3,3,2,2,1,0,0,0,0,0,"Ham, Chang Dae"
2021,Spring,2021-sp,ADV,460,Innovation in Advertising,ONL,9,10,5,2,2,0,0,1,0,0,1,0,0,0,"Maslowska, Ewa H"
2021,Spring,2021-sp,ADV,483,Audience Analysis,ONL,4,18,4,6,8,1,1,0,0,0,0,0,0,0,"Taneja, Harsh"
2021,Spring,2021-sp,ADV,483,Audience Analysis,ONL,0,13,19,4,4,1,0,0,0,0,0,0,0,0,"Taneja, Harsh"
2021,Spring,2021-sp,ADV,483,Audience Analysis,ONL,0,11,14,8,5,3,1,0,0,0,0,0,0,0,"Sar, Sela"
2021,Spring,2021-sp,ADV,490,Social Media Analytics,ONL,11,13,1,0,0,0,0,1,1,0,0,0,0,0,"Vance, Nickolas P"
2021,Spring,2021-sp,ADV,498,The Sandage Project,ONL,0,26,2,2,0,0,0,0,0,0,0,0,0,0,"Meron, Shachar"
